date,firm_id,equity_vol
2020-06-22,FIRM_A,0.2193
2020-06-23,FIRM_A,0.2243
2020-06-24,FIRM_A,0.2224
2020-06-25,FIRM_A,0.2308
2020-06-26,FIRM_A,0.2729
2020-06-29,FIRM_A,0.2355
2020-06-30,FIRM_A,0.219
2020-07-01,FIRM_A,0.1653
2020-07-02,FIRM_A,0.2732
2020-07-03,FIRM_A,0.2436
2020-07-06,FIRM_A,0.2171
2020-07-07,FIRM_A,0.208
2020-07-08,FIRM_A,0.1907
2020-07-09,FIRM_A,0.2251
2020-07-10,FIRM_A,0.2438
2020-07-13,FIRM_A,0.2427
2020-07-14,FIRM_A,0.2279
2020-07-15,FIRM_A,0.2545
2020-07-16,FIRM_A,0.2575
2020-07-17,FIRM_A,0.2601
2020-07-20,FIRM_A,0.197
2020-07-21,FIRM_A,0.2324
2020-07-22,FIRM_A,0.2352
2020-07-23,FIRM_A,0.2115
2020-07-24,FIRM_A,0.2367
2020-07-27,FIRM_A,0.2759
2020-07-28,FIRM_A,0.2492
2020-07-29,FIRM_A,0.2531
2020-07-30,FIRM_A,0.2651
2020-07-31,FIRM_A,0.2025
2020-08-03,FIRM_A,0.2519
2020-08-04,FIRM_A,0.2363
2020-08-05,FIRM_A,0.2305
2020-08-06,FIRM_A,0.2189
2020-08-07,FIRM_A,0.2235
2020-08-10,FIRM_A,0.2567
2020-08-11,FIRM_A,0.2087
2020-08-12,FIRM_A,0.229
2020-08-13,FIRM_A,0.2296
2020-08-14,FIRM_A,0.2078
2020-08-17,FIRM_A,0.2316
2020-08-18,FIRM_A,0.2196
2020-08-19,FIRM_A,0.2434
2020-08-20,FIRM_A,0.2016
2020-08-21,FIRM_A,0.2357
2020-08-24,FIRM_A,0.2136
2020-08-25,FIRM_A,0.2562
2020-08-26,FIRM_A,0.202
2020-08-27,FIRM_A,0.2387
2020-08-28,FIRM_A,0.212
2020-08-31,FIRM_A,0.2263
2020-09-01,FIRM_A,0.2202
2020-09-02,FIRM_A,0.2098
2020-09-03,FIRM_A,0.213
2020-09-04,FIRM_A,0.2378
2020-09-07,FIRM_A,0.278
2020-09-08,FIRM_A,0.2252
2020-09-09,FIRM_A,0.2337
2020-09-10,FIRM_A,0.1938
2020-09-11,FIRM_A,0.2
2020-09-14,FIRM_A,0.2118
2020-09-15,FIRM_A,0.2223
2020-09-16,FIRM_A,0.1886
2020-09-17,FIRM_A,0.176
2020-09-18,FIRM_A,0.2491
2020-09-21,FIRM_A,0.1885
2020-09-22,FIRM_A,0.2339
2020-09-23,FIRM_A,0.2268
2020-09-24,FIRM_A,0.2308
2020-09-25,FIRM_A,0.2316
2020-09-28,FIRM_A,0.1967
2020-09-29,FIRM_A,0.2393
2020-09-30,FIRM_A,0.1993
2020-10-01,FIRM_A,0.2294
2020-10-02,FIRM_A,0.2446
2020-10-05,FIRM_A,0.2288
2020-10-06,FIRM_A,0.2025
2020-10-07,FIRM_A,0.2168
2020-10-08,FIRM_A,0.2274
2020-10-09,FIRM_A,0.217
2020-10-12,FIRM_A,0.1861
2020-10-13,FIRM_A,0.2496
2020-10-14,FIRM_A,0.2016
2020-10-15,FIRM_A,0.2264
2020-10-16,FIRM_A,0.2211
2020-10-19,FIRM_A,0.2202
2020-10-20,FIRM_A,0.2399
2020-10-21,FIRM_A,0.2151
2020-10-22,FIRM_A,0.2499
2020-10-23,FIRM_A,0.2229
2020-10-26,FIRM_A,0.2129
2020-10-27,FIRM_A,0.1804
2020-10-28,FIRM_A,0.2274
2020-10-29,FIRM_A,0.1713
2020-10-30,FIRM_A,0.2236
2020-11-02,FIRM_A,0.186
2020-11-03,FIRM_A,0.215
2020-11-04,FIRM_A,0.2179
2020-11-05,FIRM_A,0.1924
2020-11-06,FIRM_A,0.2173
2020-11-09,FIRM_A,0.2062
2020-11-10,FIRM_A,0.1795
2020-11-11,FIRM_A,0.1921
2020-11-12,FIRM_A,0.2308
2020-11-13,FIRM_A,0.2446
2020-11-16,FIRM_A,0.211
2020-11-17,FIRM_A,0.2462
2020-11-18,FIRM_A,0.2281
2020-11-19,FIRM_A,0.2116
2020-11-20,FIRM_A,0.1956
2020-11-23,FIRM_A,0.24
2020-11-24,FIRM_A,0.2385
2020-11-25,FIRM_A,0.2076
2020-11-26,FIRM_A,0.1995
2020-11-27,FIRM_A,0.2124
2020-11-30,FIRM_A,0.2062
2020-12-01,FIRM_A,0.244
2020-12-02,FIRM_A,0.2387
2020-12-03,FIRM_A,0.2157
2020-12-04,FIRM_A,0.2087
2020-12-07,FIRM_A,0.219
2020-12-08,FIRM_A,0.2109
2020-12-09,FIRM_A,0.1968
2020-12-10,FIRM_A,0.2119
2020-12-11,FIRM_A,0.219
2020-12-14,FIRM_A,0.1842
2020-12-15,FIRM_A,0.1892
2020-12-16,FIRM_A,0.2265
2020-12-17,FIRM_A,0.205
2020-01-01,FIRM_B,0.5122
2020-01-02,FIRM_B,0.4961
2020-01-03,FIRM_B,0.459
2020-01-06,FIRM_B,0.4958
2020-01-07,FIRM_B,0.4467
2020-01-08,FIRM_B,0.5375
2020-01-09,FIRM_B,0.5357
2020-01-10,FIRM_B,0.5125
2020-01-13,FIRM_B,0.4316
2020-01-14,FIRM_B,0.481
2020-01-15,FIRM_B,0.4565
2020-01-16,FIRM_B,0.5166
2020-01-17,FIRM_B,0.4131
2020-01-20,FIRM_B,0.477
2020-01-21,FIRM_B,0.5387
2020-01-22,FIRM_B,0.5218
2020-01-23,FIRM_B,0.5764
2020-01-24,FIRM_B,0.5682
2020-01-27,FIRM_B,0.5743
2020-01-28,FIRM_B,0.5026
2020-01-29,FIRM_B,0.4542
2020-01-30,FIRM_B,0.5115
2020-01-31,FIRM_B,0.4843
2020-02-03,FIRM_B,0.4256
2020-02-04,FIRM_B,0.4885
2020-02-05,FIRM_B,0.5061
2020-02-06,FIRM_B,0.482
2020-02-07,FIRM_B,0.4251
2020-02-10,FIRM_B,0.5283
2020-02-11,FIRM_B,0.4801
2020-02-12,FIRM_B,0.4893
2020-02-13,FIRM_B,0.5454
2020-02-14,FIRM_B,0.5164
2020-02-17,FIRM_B,0.4242
2020-02-18,FIRM_B,0.5261
2020-02-19,FIRM_B,0.545
2020-02-20,FIRM_B,0.5607
2020-02-21,FIRM_B,0.5556
2020-02-24,FIRM_B,0.5798
2020-02-25,FIRM_B,0.5323
2020-02-26,FIRM_B,0.5803
2020-02-27,FIRM_B,0.5673
2020-02-28,FIRM_B,0.4875
2020-03-02,FIRM_B,0.6223
2020-03-03,FIRM_B,0.589
2020-03-04,FIRM_B,0.6438
2020-03-05,FIRM_B,0.533
2020-03-06,FIRM_B,0.6954
2020-03-09,FIRM_B,0.589
2020-03-10,FIRM_B,0.5378
2020-03-11,FIRM_B,0.4867
2020-03-12,FIRM_B,0.5641
2020-03-13,FIRM_B,0.6693
2020-03-16,FIRM_B,0.574
2020-03-17,FIRM_B,0.5337
2020-03-18,FIRM_B,0.564
2020-03-19,FIRM_B,0.5147
2020-03-20,FIRM_B,0.5692
2020-03-23,FIRM_B,0.5198
2020-03-24,FIRM_B,0.6013
2020-03-25,FIRM_B,0.5928
2020-03-26,FIRM_B,0.6474
2020-03-27,FIRM_B,0.6996
2020-03-30,FIRM_B,0.5811
2020-03-31,FIRM_B,0.6489
2020-04-01,FIRM_B,0.5838
2020-04-02,FIRM_B,0.5423
2020-04-03,FIRM_B,0.537
2020-04-06,FIRM_B,0.5279
2020-04-07,FIRM_B,0.5184
2020-04-08,FIRM_B,0.4971
2020-04-09,FIRM_B,0.5427
2020-04-10,FIRM_B,0.6098
2020-04-13,FIRM_B,0.6079
2020-04-14,FIRM_B,0.5435
2020-04-15,FIRM_B,0.5038
2020-04-16,FIRM_B,0.5129
2020-04-17,FIRM_B,0.52
2020-04-20,FIRM_B,0.6012
2020-04-21,FIRM_B,0.6192
2020-04-22,FIRM_B,0.4327
2020-04-23,FIRM_B,0.5816
2020-04-24,FIRM_B,0.5114
2020-04-27,FIRM_B,0.6224
2020-04-28,FIRM_B,0.5583
2020-04-29,FIRM_B,0.6333
2020-04-30,FIRM_B,0.5574
2020-05-01,FIRM_B,0.5048
2020-05-04,FIRM_B,0.6672
2020-05-05,FIRM_B,0.5476
2020-05-06,FIRM_B,0.5706
2020-05-07,FIRM_B,0.5662
2020-05-08,FIRM_B,0.4828
2020-05-11,FIRM_B,0.5005
2020-05-12,FIRM_B,0.5647
2020-05-13,FIRM_B,0.5342
2020-05-14,FIRM_B,0.5642
2020-05-15,FIRM_B,0.4771
2020-05-18,FIRM_B,0.5988
2020-05-19,FIRM_B,0.6011
2020-05-20,FIRM_B,0.6265
2020-05-21,FIRM_B,0.5987
2020-05-22,FIRM_B,0.525
2020-05-25,FIRM_B,0.5155
2020-05-26,FIRM_B,0.5616
2020-05-27,FIRM_B,0.5628
2020-05-28,FIRM_B,0.4393
2020-05-29,FIRM_B,0.5196
2020-06-01,FIRM_B,0.4843
2020-06-02,FIRM_B,0.5121
2020-06-03,FIRM_B,0.4889
2020-06-04,FIRM_B,0.5868
2020-06-05,FIRM_B,0.604
2020-06-08,FIRM_B,0.5345
2020-06-09,FIRM_B,0.5429
2020-06-10,FIRM_B,0.5739
2020-06-11,FIRM_B,0.5006
2020-06-12,FIRM_B,0.5429
2020-06-15,FIRM_B,0.4624
2020-06-16,FIRM_B,0.6269
2020-06-17,FIRM_B,0.526
2020-06-18,FIRM_B,0.529
2020-06-19,FIRM_B,0.4989
2020-06-22,FIRM_B,0.5443
2020-06-23,FIRM_B,0.5856
2020-06-24,FIRM_B,0.5777
2020-06-25,FIRM_B,0.5211
2020-06-26,FIRM_B,0.5393
2020-06-29,FIRM_B,0.466
2020-06-30,FIRM_B,0.5466
2020-07-01,FIRM_B,0.5127
2020-07-02,FIRM_B,0.4534
2020-07-03,FIRM_B,0.5311
2020-07-06,FIRM_B,0.4963
2020-07-07,FIRM_B,0.4979
2020-07-08,FIRM_B,0.4799
2020-07-09,FIRM_B,0.3698
2020-07-10,FIRM_B,0.5269
2020-07-13,FIRM_B,0.4119
2020-07-14,FIRM_B,0.4277
2020-07-15,FIRM_B,0.5252
2020-07-16,FIRM_B,0.5489
2020-07-17,FIRM_B,0.4104
2020-07-20,FIRM_B,0.6002
2020-07-21,FIRM_B,0.4934
2020-07-22,FIRM_B,0.4642
2020-07-23,FIRM_B,0.3736
2020-07-24,FIRM_B,0.4855
2020-07-27,FIRM_B,0.5398
2020-07-28,FIRM_B,0.5418
2020-07-29,FIRM_B,0.5124
2020-07-30,FIRM_B,0.5091
2020-07-31,FIRM_B,0.4658
2020-08-03,FIRM_B,0.4476
2020-08-04,FIRM_B,0.5365
2020-08-05,FIRM_B,0.5292
2020-08-06,FIRM_B,0.6076
2020-08-07,FIRM_B,0.567
2020-08-10,FIRM_B,0.5572
2020-08-11,FIRM_B,0.603
2020-08-12,FIRM_B,0.6206
2020-08-13,FIRM_B,0.5511
2020-08-14,FIRM_B,0.63
2020-08-17,FIRM_B,0.5105
2020-08-18,FIRM_B,0.5216
2020-08-19,FIRM_B,0.4611
2020-08-20,FIRM_B,0.6069
2020-08-21,FIRM_B,0.6185
2020-08-24,FIRM_B,0.5931
2020-08-25,FIRM_B,0.6144
2020-08-26,FIRM_B,0.6024
2020-08-27,FIRM_B,0.5746
2020-08-28,FIRM_B,0.5419
2020-08-31,FIRM_B,0.502
2020-09-01,FIRM_B,0.5309
2020-09-02,FIRM_B,0.7048
2020-09-03,FIRM_B,0.5811
2020-09-04,FIRM_B,0.5552
2020-09-07,FIRM_B,0.6635
2020-09-08,FIRM_B,0.5763
2020-09-09,FIRM_B,0.5553
2020-09-10,FIRM_B,0.733
2020-09-11,FIRM_B,0.6579
2020-09-14,FIRM_B,0.5329
2020-09-15,FIRM_B,0.6739
2020-09-16,FIRM_B,0.6364
2020-09-17,FIRM_B,0.5929
2020-09-18,FIRM_B,0.569
2020-09-21,FIRM_B,0.517
2020-09-22,FIRM_B,0.6252
2020-09-23,FIRM_B,0.6711
2020-09-24,FIRM_B,0.5045
2020-09-25,FIRM_B,0.5878
2020-09-28,FIRM_B,0.6118
2020-09-29,FIRM_B,0.737
2020-09-30,FIRM_B,0.6292
2020-10-01,FIRM_B,0.7335
2020-10-02,FIRM_B,0.7174
2020-10-05,FIRM_B,0.7453
2020-10-06,FIRM_B,0.5574
2020-10-07,FIRM_B,0.6077
2020-10-08,FIRM_B,0.7751
2020-10-09,FIRM_B,0.5951
2020-10-12,FIRM_B,0.7002
2020-10-13,FIRM_B,0.8812
2020-10-14,FIRM_B,0.6397
2020-10-15,FIRM_B,0.7454
2020-10-16,FIRM_B,0.8479
2020-10-19,FIRM_B,0.6101
2020-10-20,FIRM_B,0.7599
2020-10-21,FIRM_B,0.7649
2020-10-22,FIRM_B,0.6419
2020-10-23,FIRM_B,0.6484
2020-10-26,FIRM_B,0.7336
2020-10-27,FIRM_B,0.7723
2020-10-28,FIRM_B,0.6263
2020-10-29,FIRM_B,0.7169
2020-10-30,FIRM_B,0.8487
2020-11-02,FIRM_B,0.705
2020-11-03,FIRM_B,0.7811
2020-11-04,FIRM_B,0.5657
2020-11-05,FIRM_B,0.7234
2020-11-06,FIRM_B,0.8358
2020-11-09,FIRM_B,0.6883
2020-11-10,FIRM_B,0.6834
2020-11-11,FIRM_B,0.8963
2020-11-12,FIRM_B,0.7375
2020-11-13,FIRM_B,0.8436
2020-11-16,FIRM_B,0.6279
2020-11-17,FIRM_B,0.7609
2020-11-18,FIRM_B,0.7324
2020-11-19,FIRM_B,0.6853
2020-11-20,FIRM_B,0.6877
2020-11-23,FIRM_B,0.6414
2020-11-24,FIRM_B,0.7454
2020-11-25,FIRM_B,0.7957
2020-11-26,FIRM_B,0.7497
2020-11-27,FIRM_B,0.7324
2020-11-30,FIRM_B,0.8966
2020-12-01,FIRM_B,0.6962
2020-12-02,FIRM_B,0.7975
2020-12-03,FIRM_B,0.7119
2020-12-04,FIRM_B,0.779
2020-12-07,FIRM_B,0.857
2020-12-08,FIRM_B,0.7291
2020-12-09,FIRM_B,0.7526
2020-12-10,FIRM_B,0.7674
2020-12-11,FIRM_B,0.6883
2020-12-14,FIRM_B,0.8585
2020-12-15,FIRM_B,0.7096
2020-12-16,FIRM_B,0.8061
2020-12-17,FIRM_B,0.7192
2020-01-01,FIRM_C,0.9569
2020-01-02,FIRM_C,0.8041
2020-01-03,FIRM_C,0.6873
2020-01-06,FIRM_C,0.8551
2020-01-07,FIRM_C,0.798
2020-01-08,FIRM_C,0.878
2020-01-09,FIRM_C,0.7376
2020-01-10,FIRM_C,0.7339
2020-01-13,FIRM_C,0.7521
2020-01-14,FIRM_C,0.6475
2020-01-15,FIRM_C,0.6223
2020-01-16,FIRM_C,0.7148
2020-01-17,FIRM_C,0.6604
2020-01-20,FIRM_C,0.6536
2020-01-21,FIRM_C,1.0257
2020-01-22,FIRM_C,0.7549
2020-01-23,FIRM_C,0.7639
2020-01-24,FIRM_C,0.78
2020-01-27,FIRM_C,0.7022
2020-01-28,FIRM_C,0.6046
2020-01-29,FIRM_C,0.643
2020-01-30,FIRM_C,0.7471
2020-01-31,FIRM_C,0.7054
2020-02-03,FIRM_C,0.6757
2020-02-04,FIRM_C,0.7709
2020-02-05,FIRM_C,0.7836
2020-02-06,FIRM_C,0.7692
2020-02-07,FIRM_C,0.7732
2020-02-10,FIRM_C,0.6439
2020-02-11,FIRM_C,0.6648
2020-02-12,FIRM_C,0.6409
2020-02-13,FIRM_C,0.7448
2020-02-14,FIRM_C,0.8963
2020-02-17,FIRM_C,0.7783
2020-02-18,FIRM_C,0.6089
2020-02-19,FIRM_C,0.7309
2020-02-20,FIRM_C,0.7349
2020-02-21,FIRM_C,0.7393
2020-02-24,FIRM_C,0.7988
2020-02-25,FIRM_C,0.8185
2020-02-26,FIRM_C,0.7457
2020-02-27,FIRM_C,0.7765
2020-02-28,FIRM_C,0.7042
2020-03-02,FIRM_C,0.8627
2020-03-03,FIRM_C,0.6922
2020-03-04,FIRM_C,0.9335
2020-03-05,FIRM_C,0.98
2020-03-06,FIRM_C,0.9059
2020-03-09,FIRM_C,0.8258
2020-03-10,FIRM_C,0.935
2020-03-11,FIRM_C,0.8121
2020-03-12,FIRM_C,0.8098
2020-03-13,FIRM_C,0.76
2020-03-16,FIRM_C,0.839
2020-03-17,FIRM_C,0.8208
2020-03-18,FIRM_C,0.6615
2020-03-19,FIRM_C,0.7314
2020-03-20,FIRM_C,0.6753
2020-03-23,FIRM_C,0.7934
2020-03-24,FIRM_C,0.9143
2020-03-25,FIRM_C,0.905
2020-03-26,FIRM_C,0.7878
2020-03-27,FIRM_C,0.8165
2020-03-30,FIRM_C,0.8398
2020-03-31,FIRM_C,0.8563
2020-04-01,FIRM_C,0.6231
2020-04-02,FIRM_C,0.833
2020-04-03,FIRM_C,0.808
2020-04-06,FIRM_C,0.816
2020-04-07,FIRM_C,0.8119
2020-04-08,FIRM_C,0.9509
2020-04-09,FIRM_C,0.9103
2020-04-10,FIRM_C,0.8036
2020-04-13,FIRM_C,0.8771
2020-04-14,FIRM_C,0.8634
2020-04-15,FIRM_C,0.7788
2020-04-16,FIRM_C,0.7071
2020-04-17,FIRM_C,0.683
2020-04-20,FIRM_C,0.8753
2020-04-21,FIRM_C,0.7711
2020-04-22,FIRM_C,0.6184
2020-04-23,FIRM_C,0.7483
2020-04-24,FIRM_C,0.7942
2020-04-27,FIRM_C,0.6233
2020-04-28,FIRM_C,0.5564
2020-04-29,FIRM_C,0.8073
2020-04-30,FIRM_C,0.972
2020-05-01,FIRM_C,0.7892
2020-05-04,FIRM_C,0.7243
2020-05-05,FIRM_C,0.7959
2020-05-06,FIRM_C,0.7251
2020-05-07,FIRM_C,0.6913
2020-05-08,FIRM_C,0.6437
2020-05-11,FIRM_C,0.7575
2020-05-12,FIRM_C,0.6576
2020-05-13,FIRM_C,0.7271
2020-05-14,FIRM_C,0.7634
2020-05-15,FIRM_C,0.7269
2020-05-18,FIRM_C,0.7578
2020-05-19,FIRM_C,0.7675
2020-05-20,FIRM_C,0.7718
2020-05-21,FIRM_C,0.7916
2020-05-22,FIRM_C,0.7762
2020-05-25,FIRM_C,0.6761
2020-05-26,FIRM_C,0.7775
2020-05-27,FIRM_C,0.6971
2020-05-28,FIRM_C,0.8336
2020-05-29,FIRM_C,0.7288
2020-06-01,FIRM_C,0.8243
2020-06-02,FIRM_C,0.8303
2020-06-03,FIRM_C,0.7071
2020-06-04,FIRM_C,0.6622
2020-06-05,FIRM_C,0.8334
2020-06-08,FIRM_C,0.7748
2020-06-09,FIRM_C,0.8729
2020-06-10,FIRM_C,0.6608
2020-06-11,FIRM_C,0.7714
2020-06-12,FIRM_C,0.6865
2020-06-15,FIRM_C,0.777
2020-06-16,FIRM_C,0.7719
2020-06-17,FIRM_C,0.7703
2020-06-18,FIRM_C,0.7946
2020-06-19,FIRM_C,0.746
2020-06-22,FIRM_C,0.756
2020-06-23,FIRM_C,0.8578
2020-06-24,FIRM_C,0.7881
2020-06-25,FIRM_C,0.7061
2020-06-26,FIRM_C,0.7115
2020-06-29,FIRM_C,0.8075
2020-06-30,FIRM_C,0.7821
2020-07-01,FIRM_C,0.7392
2020-07-02,FIRM_C,0.8204
2020-07-03,FIRM_C,0.7099
2020-07-06,FIRM_C,0.9189
2020-07-07,FIRM_C,0.772
2020-07-08,FIRM_C,0.8931
2020-07-09,FIRM_C,0.9112
2020-07-10,FIRM_C,0.901
2020-07-13,FIRM_C,0.8799
2020-07-14,FIRM_C,0.7719
2020-07-15,FIRM_C,0.8248
2020-07-16,FIRM_C,1.0694
2020-07-17,FIRM_C,0.8871
2020-07-20,FIRM_C,0.8444
2020-07-21,FIRM_C,1.0673
2020-07-22,FIRM_C,0.9222
2020-07-23,FIRM_C,1.0126
2020-07-24,FIRM_C,0.912
2020-07-27,FIRM_C,0.9659
2020-07-28,FIRM_C,1.1484
2020-07-29,FIRM_C,0.9823
2020-07-30,FIRM_C,1.0141
2020-07-31,FIRM_C,0.9736
2020-08-03,FIRM_C,1.0173
2020-08-04,FIRM_C,0.9266
2020-08-05,FIRM_C,0.9417
2020-08-06,FIRM_C,0.8917
2020-08-07,FIRM_C,0.8027
2020-08-10,FIRM_C,0.8014
2020-08-11,FIRM_C,0.7518
2020-08-12,FIRM_C,0.8946
2020-08-13,FIRM_C,0.8954
2020-08-14,FIRM_C,0.9657
2020-08-17,FIRM_C,0.7686
2020-08-18,FIRM_C,0.7444
2020-08-19,FIRM_C,0.867
2020-08-20,FIRM_C,0.8964
2020-08-21,FIRM_C,0.7907
2020-08-24,FIRM_C,0.9465
2020-08-25,FIRM_C,0.8895
2020-08-26,FIRM_C,1.0197
2020-08-27,FIRM_C,0.8638
2020-08-28,FIRM_C,0.9642
2020-08-31,FIRM_C,0.8874
2020-09-01,FIRM_C,0.8275
2020-09-02,FIRM_C,0.7363
2020-09-03,FIRM_C,0.7785
2020-09-04,FIRM_C,0.9298
2020-09-07,FIRM_C,0.9986
2020-09-08,FIRM_C,0.8176
2020-09-09,FIRM_C,0.9152
2020-09-10,FIRM_C,0.8892
2020-09-11,FIRM_C,0.8076
2020-09-14,FIRM_C,0.8456
2020-09-15,FIRM_C,0.8332
2020-09-16,FIRM_C,0.7821
2020-09-17,FIRM_C,0.861
2020-09-18,FIRM_C,0.8636
2020-09-21,FIRM_C,0.8843
2020-09-22,FIRM_C,1.0107
2020-09-23,FIRM_C,0.8136
2020-09-24,FIRM_C,0.8884
2020-09-25,FIRM_C,1.0796
2020-09-28,FIRM_C,1.1126
2020-09-29,FIRM_C,1.2214
2020-09-30,FIRM_C,1.1782
2020-10-01,FIRM_C,0.9507
2020-10-02,FIRM_C,0.9406
2020-10-05,FIRM_C,0.9863
2020-10-06,FIRM_C,1.1037
2020-10-07,FIRM_C,1.1501
2020-10-08,FIRM_C,1.3402
2020-10-09,FIRM_C,1.1609
2020-10-12,FIRM_C,1.3476
2020-10-13,FIRM_C,1.4037
2020-10-14,FIRM_C,1.6107
2020-10-15,FIRM_C,1.5457
2020-10-16,FIRM_C,1.4673
2020-10-19,FIRM_C,1.704
2020-10-20,FIRM_C,1.7621
2020-10-21,FIRM_C,1.7432
2020-10-22,FIRM_C,1.6976
2020-10-23,FIRM_C,1.7442
2020-10-26,FIRM_C,1.8746
2020-10-27,FIRM_C,1.6182
2020-10-28,FIRM_C,1.2646
2020-10-29,FIRM_C,1.8509
2020-10-30,FIRM_C,1.9414
2020-11-02,FIRM_C,1.6896
2020-11-03,FIRM_C,1.9758
2020-11-04,FIRM_C,1.9712
2020-11-05,FIRM_C,1.7956
2020-11-06,FIRM_C,1.8265
2020-11-09,FIRM_C,2.1737
2020-11-10,FIRM_C,1.8485
2020-11-11,FIRM_C,1.851
2020-11-12,FIRM_C,2.0244
2020-11-13,FIRM_C,1.4329
2020-11-16,FIRM_C,1.391
2020-11-17,FIRM_C,1.223
2020-11-18,FIRM_C,1.395
2020-11-19,FIRM_C,1.3272
2020-11-20,FIRM_C,1.4126
2020-11-23,FIRM_C,1.5886
2020-11-24,FIRM_C,1.6468
2020-11-25,FIRM_C,1.5848
