date,firm_id,equity_price
2020-06-26,FIRM_A,127.99
2020-06-29,FIRM_A,125.35
2020-06-30,FIRM_A,122.69
2020-07-01,FIRM_A,126.63
2020-07-02,FIRM_A,125.8
2020-07-03,FIRM_A,123.13
2020-07-06,FIRM_A,121.83
2020-07-07,FIRM_A,118.71
2020-07-08,FIRM_A,119.7
2020-07-09,FIRM_A,116.46
2020-07-10,FIRM_A,117.88
2020-07-13,FIRM_A,120.25
2020-07-14,FIRM_A,119.57
2020-07-15,FIRM_A,119.25
2020-07-16,FIRM_A,118.13
2020-07-17,FIRM_A,115.99
2020-07-20,FIRM_A,115.83
2020-07-21,FIRM_A,115.34
2020-07-22,FIRM_A,117.26
2020-07-23,FIRM_A,116.19
2020-07-24,FIRM_A,113.9
2020-07-27,FIRM_A,113.68
2020-07-28,FIRM_A,114.12
2020-07-29,FIRM_A,114.86
2020-07-30,FIRM_A,116.87
2020-07-31,FIRM_A,113.84
2020-08-03,FIRM_A,116.51
2020-08-04,FIRM_A,115.28
2020-08-05,FIRM_A,114.76
2020-08-06,FIRM_A,114.62
2020-08-07,FIRM_A,116.12
2020-08-10,FIRM_A,117.34
2020-08-11,FIRM_A,119.26
2020-08-12,FIRM_A,115.89
2020-08-13,FIRM_A,115.85
2020-08-14,FIRM_A,115.84
2020-08-17,FIRM_A,115.7
2020-08-18,FIRM_A,115.07
2020-08-19,FIRM_A,113.1
2020-08-20,FIRM_A,113.01
2020-08-21,FIRM_A,113.64
2020-08-24,FIRM_A,115.03
2020-08-25,FIRM_A,114.24
2020-08-26,FIRM_A,113.18
2020-08-27,FIRM_A,112.98
2020-08-28,FIRM_A,112.8
2020-08-31,FIRM_A,116.57
2020-09-01,FIRM_A,117.24
2020-09-02,FIRM_A,118.35
2020-09-03,FIRM_A,118.41
2020-09-04,FIRM_A,123.27
2020-09-07,FIRM_A,122.76
2020-09-08,FIRM_A,124.52
2020-09-09,FIRM_A,124.32
2020-09-10,FIRM_A,126.19
2020-09-11,FIRM_A,125.74
2020-09-14,FIRM_A,125.53
2020-09-15,FIRM_A,125.89
2020-09-16,FIRM_A,126.98
2020-09-17,FIRM_A,125.71
2020-09-18,FIRM_A,123.48
2020-09-21,FIRM_A,121.0
2020-09-22,FIRM_A,123.94
2020-09-23,FIRM_A,126.82
2020-09-24,FIRM_A,125.86
2020-09-25,FIRM_A,124.63
2020-09-28,FIRM_A,126.08
2020-09-29,FIRM_A,127.79
2020-09-30,FIRM_A,126.93
2020-10-01,FIRM_A,129.19
2020-10-02,FIRM_A,132.01
2020-10-05,FIRM_A,133.71
2020-10-06,FIRM_A,132.06
2020-10-07,FIRM_A,131.21
2020-10-08,FIRM_A,132.48
2020-10-09,FIRM_A,130.97
2020-10-12,FIRM_A,134.35
2020-10-13,FIRM_A,136.05
2020-10-14,FIRM_A,133.82
2020-10-15,FIRM_A,134.59
2020-10-16,FIRM_A,134.04
2020-10-19,FIRM_A,134.27
2020-10-20,FIRM_A,135.38
2020-10-21,FIRM_A,134.99
2020-10-22,FIRM_A,133.63
2020-10-23,FIRM_A,134.21
2020-10-26,FIRM_A,132.99
2020-10-27,FIRM_A,132.11
2020-10-28,FIRM_A,133.48
2020-10-29,FIRM_A,131.93
2020-10-30,FIRM_A,130.58
2020-11-02,FIRM_A,130.71
2020-11-03,FIRM_A,132.32
2020-11-04,FIRM_A,135.64
2020-11-05,FIRM_A,138.26
2020-11-06,FIRM_A,137.75
2020-11-09,FIRM_A,135.61
2020-11-10,FIRM_A,138.67
2020-11-11,FIRM_A,139.51
2020-11-12,FIRM_A,138.39
2020-11-13,FIRM_A,136.18
2020-11-16,FIRM_A,135.38
2020-11-17,FIRM_A,135.51
2020-11-18,FIRM_A,133.48
2020-11-19,FIRM_A,136.52
2020-11-20,FIRM_A,137.51
2020-11-23,FIRM_A,137.93
2020-11-24,FIRM_A,136.1
2020-11-25,FIRM_A,134.96
2020-11-26,FIRM_A,135.29
2020-11-27,FIRM_A,133.67
2020-11-30,FIRM_A,137.53
2020-12-01,FIRM_A,136.48
2020-12-02,FIRM_A,135.55
2020-12-03,FIRM_A,136.73
2020-12-04,FIRM_A,135.52
2020-12-07,FIRM_A,134.81
2020-12-08,FIRM_A,133.8
2020-12-09,FIRM_A,132.83
2020-12-10,FIRM_A,131.56
2020-12-11,FIRM_A,134.64
2020-12-14,FIRM_A,136.38
2020-12-15,FIRM_A,136.57
2020-12-16,FIRM_A,136.83
2020-12-17,FIRM_A,134.71
2020-01-01,FIRM_B,78.67
2020-01-02,FIRM_B,81.36
2020-01-03,FIRM_B,78.41
2020-01-06,FIRM_B,76.21
2020-01-07,FIRM_B,80.61
2020-01-08,FIRM_B,80.11
2020-01-09,FIRM_B,75.23
2020-01-10,FIRM_B,76.1
2020-01-13,FIRM_B,74.79
2020-01-14,FIRM_B,73.88
2020-01-15,FIRM_B,73.72
2020-01-16,FIRM_B,68.63
2020-01-17,FIRM_B,69.59
2020-01-20,FIRM_B,71.06
2020-01-21,FIRM_B,71.36
2020-01-22,FIRM_B,72.63
2020-01-23,FIRM_B,72.28
2020-01-24,FIRM_B,67.44
2020-01-27,FIRM_B,65.91
2020-01-28,FIRM_B,66.92
2020-01-29,FIRM_B,67.82
2020-01-30,FIRM_B,66.76
2020-01-31,FIRM_B,72.04
2020-02-03,FIRM_B,74.51
2020-02-04,FIRM_B,73.38
2020-02-05,FIRM_B,74.68
2020-02-06,FIRM_B,81.06
2020-02-07,FIRM_B,78.51
2020-02-10,FIRM_B,76.15
2020-02-11,FIRM_B,76.88
2020-02-12,FIRM_B,76.76
2020-02-13,FIRM_B,72.23
2020-02-14,FIRM_B,69.99
2020-02-17,FIRM_B,70.83
2020-02-18,FIRM_B,72.09
2020-02-19,FIRM_B,66.87
2020-02-20,FIRM_B,63.85
2020-02-21,FIRM_B,66.19
2020-02-24,FIRM_B,66.53
2020-02-25,FIRM_B,64.34
2020-02-26,FIRM_B,64.23
2020-02-27,FIRM_B,59.55
2020-02-28,FIRM_B,58.65
2020-03-02,FIRM_B,55.49
2020-03-03,FIRM_B,54.4
2020-03-04,FIRM_B,51.27
2020-03-05,FIRM_B,53.78
2020-03-06,FIRM_B,51.77
2020-03-09,FIRM_B,54.02
2020-03-10,FIRM_B,57.75
2020-03-11,FIRM_B,57.96
2020-03-12,FIRM_B,56.72
2020-03-13,FIRM_B,57.21
2020-03-16,FIRM_B,55.95
2020-03-17,FIRM_B,56.77
2020-03-18,FIRM_B,56.73
2020-03-19,FIRM_B,57.09
2020-03-20,FIRM_B,58.46
2020-03-23,FIRM_B,56.16
2020-03-24,FIRM_B,55.8
2020-03-25,FIRM_B,53.16
2020-03-26,FIRM_B,54.45
2020-03-27,FIRM_B,51.25
2020-03-30,FIRM_B,50.77
2020-03-31,FIRM_B,51.01
2020-04-01,FIRM_B,52.25
2020-04-02,FIRM_B,54.87
2020-04-03,FIRM_B,53.48
2020-04-06,FIRM_B,54.75
2020-04-07,FIRM_B,53.77
2020-04-08,FIRM_B,56.63
2020-04-09,FIRM_B,56.63
2020-04-10,FIRM_B,55.27
2020-04-13,FIRM_B,51.96
2020-04-14,FIRM_B,52.13
2020-04-15,FIRM_B,54.32
2020-04-16,FIRM_B,54.88
2020-04-17,FIRM_B,57.4
2020-04-20,FIRM_B,57.47
2020-04-21,FIRM_B,57.64
2020-04-22,FIRM_B,56.75
2020-04-23,FIRM_B,55.98
2020-04-24,FIRM_B,54.96
2020-04-27,FIRM_B,55.98
2020-04-28,FIRM_B,57.08
2020-04-29,FIRM_B,60.15
2020-04-30,FIRM_B,59.77
2020-05-01,FIRM_B,57.68
2020-05-04,FIRM_B,55.92
2020-05-05,FIRM_B,57.61
2020-05-06,FIRM_B,55.04
2020-05-07,FIRM_B,58.11
2020-05-08,FIRM_B,56.72
2020-05-11,FIRM_B,58.3
2020-05-12,FIRM_B,60.43
2020-05-13,FIRM_B,60.98
2020-05-14,FIRM_B,60.38
2020-05-15,FIRM_B,62.55
2020-05-18,FIRM_B,60.99
2020-05-19,FIRM_B,59.58
2020-05-20,FIRM_B,61.75
2020-05-21,FIRM_B,64.28
2020-05-22,FIRM_B,63.37
2020-05-25,FIRM_B,62.01
2020-05-26,FIRM_B,63.7
2020-05-27,FIRM_B,64.66
2020-05-28,FIRM_B,66.47
2020-05-29,FIRM_B,66.61
2020-06-01,FIRM_B,65.74
2020-06-02,FIRM_B,64.29
2020-06-03,FIRM_B,66.03
2020-06-04,FIRM_B,64.5
2020-06-05,FIRM_B,62.9
2020-06-08,FIRM_B,61.77
2020-06-09,FIRM_B,61.32
2020-06-10,FIRM_B,63.98
2020-06-11,FIRM_B,62.56
2020-06-12,FIRM_B,59.66
2020-06-15,FIRM_B,59.46
2020-06-16,FIRM_B,60.35
2020-06-17,FIRM_B,62.53
2020-06-18,FIRM_B,61.91
2020-06-19,FIRM_B,61.71
2020-06-22,FIRM_B,62.29
2020-06-23,FIRM_B,61.67
2020-06-24,FIRM_B,60.84
2020-06-25,FIRM_B,64.52
2020-06-26,FIRM_B,61.81
2020-06-29,FIRM_B,64.62
2020-06-30,FIRM_B,64.96
2020-07-01,FIRM_B,64.99
2020-07-02,FIRM_B,66.74
2020-07-03,FIRM_B,63.96
2020-07-06,FIRM_B,66.25
2020-07-07,FIRM_B,65.45
2020-07-08,FIRM_B,69.85
2020-07-09,FIRM_B,71.34
2020-07-10,FIRM_B,68.84
2020-07-13,FIRM_B,66.39
2020-07-14,FIRM_B,70.16
2020-07-15,FIRM_B,71.26
2020-07-16,FIRM_B,71.96
2020-07-17,FIRM_B,72.82
2020-07-20,FIRM_B,71.59
2020-07-21,FIRM_B,71.64
2020-07-22,FIRM_B,72.32
2020-07-23,FIRM_B,72.11
2020-07-24,FIRM_B,71.1
2020-07-27,FIRM_B,68.12
2020-07-28,FIRM_B,68.11
2020-07-29,FIRM_B,66.63
2020-07-30,FIRM_B,71.0
2020-07-31,FIRM_B,69.13
2020-08-03,FIRM_B,67.44
2020-08-04,FIRM_B,64.86
2020-08-05,FIRM_B,63.53
2020-08-06,FIRM_B,63.56
2020-08-07,FIRM_B,62.5
2020-08-10,FIRM_B,62.85
2020-08-11,FIRM_B,61.95
2020-08-12,FIRM_B,63.46
2020-08-13,FIRM_B,63.66
2020-08-14,FIRM_B,63.87
2020-08-17,FIRM_B,58.36
2020-08-18,FIRM_B,56.57
2020-08-19,FIRM_B,54.61
2020-08-20,FIRM_B,52.7
2020-08-21,FIRM_B,53.01
2020-08-24,FIRM_B,52.94
2020-08-25,FIRM_B,54.82
2020-08-26,FIRM_B,56.76
2020-08-27,FIRM_B,54.86
2020-08-28,FIRM_B,53.58
2020-08-31,FIRM_B,56.53
2020-09-01,FIRM_B,54.24
2020-09-02,FIRM_B,55.88
2020-09-03,FIRM_B,52.44
2020-09-04,FIRM_B,51.06
2020-09-07,FIRM_B,52.31
2020-09-08,FIRM_B,49.92
2020-09-09,FIRM_B,49.6
2020-09-10,FIRM_B,47.46
2020-09-11,FIRM_B,50.8
2020-09-14,FIRM_B,52.02
2020-09-15,FIRM_B,53.61
2020-09-16,FIRM_B,49.93
2020-09-17,FIRM_B,50.94
2020-09-18,FIRM_B,49.1
2020-09-21,FIRM_B,48.93
2020-09-22,FIRM_B,47.55
2020-09-23,FIRM_B,46.19
2020-09-24,FIRM_B,47.6
2020-09-25,FIRM_B,48.42
2020-09-28,FIRM_B,51.07
2020-09-29,FIRM_B,48.01
2020-09-30,FIRM_B,47.53
2020-10-01,FIRM_B,43.66
2020-10-02,FIRM_B,42.93
2020-10-05,FIRM_B,43.53
2020-10-06,FIRM_B,43.32
2020-10-07,FIRM_B,42.8
2020-10-08,FIRM_B,38.78
2020-10-09,FIRM_B,39.28
2020-10-12,FIRM_B,38.88
2020-10-13,FIRM_B,39.02
2020-10-14,FIRM_B,39.98
2020-10-15,FIRM_B,36.89
2020-10-16,FIRM_B,36.76
2020-10-19,FIRM_B,36.14
2020-10-20,FIRM_B,38.34
2020-10-21,FIRM_B,41.09
2020-10-22,FIRM_B,42.19
2020-10-23,FIRM_B,41.36
2020-10-26,FIRM_B,39.56
2020-10-27,FIRM_B,41.11
2020-10-28,FIRM_B,42.11
2020-10-29,FIRM_B,39.57
2020-10-30,FIRM_B,40.73
2020-11-02,FIRM_B,41.52
2020-11-03,FIRM_B,40.83
2020-11-04,FIRM_B,40.86
2020-11-05,FIRM_B,38.78
2020-11-06,FIRM_B,39.11
2020-11-09,FIRM_B,40.72
2020-11-10,FIRM_B,38.47
2020-11-11,FIRM_B,38.48
2020-11-12,FIRM_B,38.05
2020-11-13,FIRM_B,38.52
2020-11-16,FIRM_B,38.55
2020-11-17,FIRM_B,40.37
2020-11-18,FIRM_B,38.64
2020-11-19,FIRM_B,39.06
2020-11-20,FIRM_B,43.17
2020-11-23,FIRM_B,44.04
2020-11-24,FIRM_B,40.74
2020-11-25,FIRM_B,39.15
2020-11-26,FIRM_B,37.74
2020-11-27,FIRM_B,37.18
2020-11-30,FIRM_B,36.16
2020-12-01,FIRM_B,36.81
2020-12-02,FIRM_B,35.76
2020-12-03,FIRM_B,35.31
2020-12-04,FIRM_B,37.36
2020-12-07,FIRM_B,36.81
2020-12-08,FIRM_B,36.59
2020-12-09,FIRM_B,34.8
2020-12-10,FIRM_B,35.84
2020-12-11,FIRM_B,34.31
2020-12-14,FIRM_B,34.16
2020-12-15,FIRM_B,32.58
2020-12-16,FIRM_B,36.33
2020-12-17,FIRM_B,36.77
2020-01-01,FIRM_C,44.01
2020-01-02,FIRM_C,43.13
2020-01-03,FIRM_C,44.85
2020-01-06,FIRM_C,49.78
2020-01-07,FIRM_C,48.29
2020-01-08,FIRM_C,50.51
2020-01-09,FIRM_C,50.94
2020-01-10,FIRM_C,56.64
2020-01-13,FIRM_C,64.88
2020-01-14,FIRM_C,65.48
2020-01-15,FIRM_C,63.1
2020-01-16,FIRM_C,65.28
2020-01-17,FIRM_C,68.25
2020-01-20,FIRM_C,65.86
2020-01-21,FIRM_C,68.08
2020-01-22,FIRM_C,69.24
2020-01-23,FIRM_C,69.96
2020-01-24,FIRM_C,70.06
2020-01-27,FIRM_C,66.45
2020-01-28,FIRM_C,65.99
2020-01-29,FIRM_C,67.62
2020-01-30,FIRM_C,65.18
2020-01-31,FIRM_C,64.82
2020-02-03,FIRM_C,65.23
2020-02-04,FIRM_C,60.54
2020-02-05,FIRM_C,64.25
2020-02-06,FIRM_C,69.22
2020-02-07,FIRM_C,72.03
2020-02-10,FIRM_C,68.88
2020-02-11,FIRM_C,67.17
2020-02-12,FIRM_C,69.18
2020-02-13,FIRM_C,70.63
2020-02-14,FIRM_C,66.04
2020-02-17,FIRM_C,66.38
2020-02-18,FIRM_C,70.99
2020-02-19,FIRM_C,72.26
2020-02-20,FIRM_C,70.74
2020-02-21,FIRM_C,64.73
2020-02-24,FIRM_C,59.87
2020-02-25,FIRM_C,64.71
2020-02-26,FIRM_C,57.32
2020-02-27,FIRM_C,56.97
2020-02-28,FIRM_C,52.22
2020-03-02,FIRM_C,50.85
2020-03-03,FIRM_C,47.57
2020-03-04,FIRM_C,48.57
2020-03-05,FIRM_C,49.43
2020-03-06,FIRM_C,50.25
2020-03-09,FIRM_C,53.63
2020-03-10,FIRM_C,55.62
2020-03-11,FIRM_C,52.06
2020-03-12,FIRM_C,51.68
2020-03-13,FIRM_C,53.0
2020-03-16,FIRM_C,54.47
2020-03-17,FIRM_C,56.19
2020-03-18,FIRM_C,60.39
2020-03-19,FIRM_C,61.18
2020-03-20,FIRM_C,59.41
2020-03-23,FIRM_C,57.06
2020-03-24,FIRM_C,55.59
2020-03-25,FIRM_C,56.26
2020-03-26,FIRM_C,57.67
2020-03-27,FIRM_C,55.46
2020-03-30,FIRM_C,52.59
2020-03-31,FIRM_C,54.87
2020-04-01,FIRM_C,54.71
2020-04-02,FIRM_C,54.14
2020-04-03,FIRM_C,53.86
2020-04-06,FIRM_C,51.85
2020-04-07,FIRM_C,52.89
2020-04-08,FIRM_C,49.21
2020-04-09,FIRM_C,52.43
2020-04-10,FIRM_C,54.51
2020-04-13,FIRM_C,51.75
2020-04-14,FIRM_C,52.0
2020-04-15,FIRM_C,54.99
2020-04-16,FIRM_C,56.62
2020-04-17,FIRM_C,55.61
2020-04-20,FIRM_C,54.26
2020-04-21,FIRM_C,55.97
2020-04-22,FIRM_C,57.37
2020-04-23,FIRM_C,52.87
2020-04-24,FIRM_C,56.38
2020-04-27,FIRM_C,60.0
2020-04-28,FIRM_C,58.51
2020-04-29,FIRM_C,52.87
2020-04-30,FIRM_C,54.11
2020-05-01,FIRM_C,55.38
2020-05-04,FIRM_C,57.92
2020-05-05,FIRM_C,63.65
2020-05-06,FIRM_C,67.77
2020-05-07,FIRM_C,69.77
2020-05-08,FIRM_C,68.02
2020-05-11,FIRM_C,66.79
2020-05-12,FIRM_C,71.07
2020-05-13,FIRM_C,72.48
2020-05-14,FIRM_C,70.93
2020-05-15,FIRM_C,72.75
2020-05-18,FIRM_C,73.45
2020-05-19,FIRM_C,73.04
2020-05-20,FIRM_C,70.14
2020-05-21,FIRM_C,71.09
2020-05-22,FIRM_C,69.6
2020-05-25,FIRM_C,69.44
2020-05-26,FIRM_C,70.3
2020-05-27,FIRM_C,76.03
2020-05-28,FIRM_C,68.87
2020-05-29,FIRM_C,64.66
2020-06-01,FIRM_C,67.43
2020-06-02,FIRM_C,69.59
2020-06-03,FIRM_C,64.28
2020-06-04,FIRM_C,62.8
2020-06-05,FIRM_C,64.26
2020-06-08,FIRM_C,66.95
2020-06-09,FIRM_C,66.79
2020-06-10,FIRM_C,67.06
2020-06-11,FIRM_C,62.69
2020-06-12,FIRM_C,60.16
2020-06-15,FIRM_C,59.08
2020-06-16,FIRM_C,58.78
2020-06-17,FIRM_C,57.11
2020-06-18,FIRM_C,59.29
2020-06-19,FIRM_C,56.19
2020-06-22,FIRM_C,55.27
2020-06-23,FIRM_C,53.85
2020-06-24,FIRM_C,55.6
2020-06-25,FIRM_C,59.6
2020-06-26,FIRM_C,60.1
2020-06-29,FIRM_C,64.56
2020-06-30,FIRM_C,54.86
2020-07-01,FIRM_C,56.85
2020-07-02,FIRM_C,53.54
2020-07-03,FIRM_C,47.97
2020-07-06,FIRM_C,50.63
2020-07-07,FIRM_C,50.41
2020-07-08,FIRM_C,48.41
2020-07-09,FIRM_C,47.69
2020-07-10,FIRM_C,45.68
2020-07-13,FIRM_C,44.28
2020-07-14,FIRM_C,43.64
2020-07-15,FIRM_C,48.06
2020-07-16,FIRM_C,46.81
2020-07-17,FIRM_C,46.7
2020-07-20,FIRM_C,48.23
2020-07-21,FIRM_C,44.59
2020-07-22,FIRM_C,46.04
2020-07-23,FIRM_C,43.39
2020-07-24,FIRM_C,38.03
2020-07-27,FIRM_C,39.37
2020-07-28,FIRM_C,39.62
2020-07-29,FIRM_C,40.55
2020-07-30,FIRM_C,38.58
2020-07-31,FIRM_C,42.21
2020-08-03,FIRM_C,42.07
2020-08-04,FIRM_C,45.15
2020-08-05,FIRM_C,44.65
2020-08-06,FIRM_C,45.36
2020-08-07,FIRM_C,46.01
2020-08-10,FIRM_C,51.1
2020-08-11,FIRM_C,48.96
2020-08-12,FIRM_C,54.25
2020-08-13,FIRM_C,55.24
2020-08-14,FIRM_C,51.92
2020-08-17,FIRM_C,54.94
2020-08-18,FIRM_C,50.52
2020-08-19,FIRM_C,50.63
2020-08-20,FIRM_C,49.32
2020-08-21,FIRM_C,52.08
2020-08-24,FIRM_C,46.26
2020-08-25,FIRM_C,47.89
2020-08-26,FIRM_C,47.82
2020-08-27,FIRM_C,47.15
2020-08-28,FIRM_C,45.18
2020-08-31,FIRM_C,45.55
2020-09-01,FIRM_C,47.46
2020-09-02,FIRM_C,45.14
2020-09-03,FIRM_C,43.2
2020-09-04,FIRM_C,46.26
2020-09-07,FIRM_C,42.93
2020-09-08,FIRM_C,47.39
2020-09-09,FIRM_C,48.71
2020-09-10,FIRM_C,46.75
2020-09-11,FIRM_C,49.72
2020-09-14,FIRM_C,50.1
2020-09-15,FIRM_C,50.11
2020-09-16,FIRM_C,52.33
2020-09-17,FIRM_C,52.18
2020-09-18,FIRM_C,45.74
2020-09-21,FIRM_C,44.23
2020-09-22,FIRM_C,45.2
2020-09-23,FIRM_C,41.22
2020-09-24,FIRM_C,38.63
2020-09-25,FIRM_C,34.78
2020-09-28,FIRM_C,35.89
2020-09-29,FIRM_C,35.34
2020-09-30,FIRM_C,33.96
2020-10-01,FIRM_C,35.28
2020-10-02,FIRM_C,35.94
2020-10-05,FIRM_C,37.09
2020-10-06,FIRM_C,36.83
2020-10-07,FIRM_C,35.58
2020-10-08,FIRM_C,32.25
2020-10-09,FIRM_C,30.51
2020-10-12,FIRM_C,27.34
2020-10-13,FIRM_C,25.58
2020-10-14,FIRM_C,22.56
2020-10-15,FIRM_C,21.97
2020-10-16,FIRM_C,19.46
2020-10-19,FIRM_C,18.87
2020-10-20,FIRM_C,17.7
2020-10-21,FIRM_C,17.82
2020-10-22,FIRM_C,18.29
2020-10-23,FIRM_C,15.8
2020-10-26,FIRM_C,16.32
2020-10-27,FIRM_C,16.78
2020-10-28,FIRM_C,18.31
2020-10-29,FIRM_C,17.7
2020-10-30,FIRM_C,15.29
2020-11-02,FIRM_C,17.54
2020-11-03,FIRM_C,15.37
2020-11-04,FIRM_C,13.25
2020-11-05,FIRM_C,14.47
2020-11-06,FIRM_C,15.38
2020-11-09,FIRM_C,12.69
2020-11-10,FIRM_C,15.61
2020-11-11,FIRM_C,14.36
2020-11-12,FIRM_C,14.53
2020-11-13,FIRM_C,19.11
2020-11-16,FIRM_C,23.48
2020-11-17,FIRM_C,23.54
2020-11-18,FIRM_C,22.79
2020-11-19,FIRM_C,26.47
2020-11-20,FIRM_C,26.11
2020-11-23,FIRM_C,24.16
2020-11-24,FIRM_C,20.79
2020-11-25,FIRM_C,20.53
2020-11-26,FIRM_C,23.56
2020-11-27,FIRM_C,23.55
2020-11-30,FIRM_C,22.75
2020-12-01,FIRM_C,21.1
2020-12-02,FIRM_C,18.0
2020-12-03,FIRM_C,19.04
2020-12-04,FIRM_C,18.3
2020-12-07,FIRM_C,15.05
2020-12-08,FIRM_C,14.49
2020-12-09,FIRM_C,13.95
2020-12-10,FIRM_C,13.53
2020-12-11,FIRM_C,13.11
2020-12-14,FIRM_C,12.27
2020-12-15,FIRM_C,10.63
2020-12-16,FIRM_C,13.44
2020-12-17,FIRM_C,12.29
2020-01-01,FIRM_D,242.93
2020-01-02,FIRM_D,242.82
2020-01-03,FIRM_D,247.02
2020-01-06,FIRM_D,240.33
2020-01-07,FIRM_D,239.76
2020-01-08,FIRM_D,240.36
2020-01-09,FIRM_D,236.9
2020-01-10,FIRM_D,240.15
2020-01-13,FIRM_D,233.19
2020-01-14,FIRM_D,240.61
2020-01-15,FIRM_D,240.93
2020-01-16,FIRM_D,240.63
2020-01-17,FIRM_D,235.77
2020-01-20,FIRM_D,235.77
2020-01-21,FIRM_D,234.77
2020-01-22,FIRM_D,237.93
2020-01-23,FIRM_D,234.78
2020-01-24,FIRM_D,233.1
2020-01-27,FIRM_D,233.79
2020-01-28,FIRM_D,235.46
